pair_name,difference_vector,first_caption,second_caption
407_I.jpg,[0 0 1 1 0 3 1],As shown here <COMMA> the skin spots are visually dissimilar .,Visually <COMMA> the skin spots and eyelid shapes clearly do not match .
408_I.jpg,[-2 1 3 -1 -3 0 0],Visually <COMMA> the skin textures are clearly dissimilar .,Visually <COMMA> the skin textures shown here are obviously different .
409_I.jpg,[-1 1 -1 0 -2 0 -1],As shown here <COMMA> the eyelids are so different .,Visually <COMMA> the difference in the eyelid shapes is big .
410_I.jpg,[0 0 1 0 2 0 -1],Visually <COMMA> the skin textures do not match .,As shown here <COMMA> the skin textures are visually different .
411_I.jpg,[0 1 -1 -2 -2 2 0],As shown here <COMMA> the skins have clearly different colors and textures .,Visually <COMMA> the skin spots shown here have differences .
412_I.jpg,[-4 0 -2 0 2 1 -1],There are big differences in skin spots and iris colors .,There is a really big visual difference in skin spots .
413_I.jpg,[6 0 3 0 0 3 0],Visually <COMMA> the iris colors are obviously different here .,As shown here <COMMA> the irises do not match .
414_I.jpg,[0 3 -3 0 0 -3 -1],As shown here <COMMA> the eyebrows have many differences .,There seem to be differences in eyebrow distributions and shapes .
415_I.jpg,[-3 -2 1 1 -2 -1 -1],As shown here <COMMA> the eyebrows clearly do not match .,Visually <COMMA> the people shown have contrasting eyebrows .
416_I.jpg,[3 0 2 0 0 3 0],Visually <COMMA> the skin spots are too different .,As shown here <COMMA> the skin spots present clear differences .
417_I.jpg,[0 -2 1 -1 3 3 1],Here <COMMA> the skins have different textures .,Visually <COMMA> the skin textures are too different here .
418_I.jpg,[1 0 2 2 2 0 -1],Visually <COMMA> the skins shown appear too different .,As shown here <COMMA> the eyelid shapes are too dissimilar .
419_I.jpg,[6 1 0 0 0 0 0],Visually <COMMA> the iris colors here show big differences .,As shown here <COMMA> the iris colors are clearly dissimilar .
420_I.jpg,[-2 0 0 -1 0 3 0],Visually <COMMA> the iris colors shown here clearly have differences .,As shown here <COMMA> the people do not possess the same iris colors .
421_I.jpg,[0 2 2 1 -3 3 0],Visually <COMMA> the skins have dissimilar textures and spots .,As shown here <COMMA> the skins clearly have dissimilar textures .
422_I.jpg,[2 -1 0 -1 0 2 -1],Visually <COMMA> the iris colors fail to match here .,Here <COMMA> the irises have different colors .
423_I.jpg,[3 -1 0 1 -2 3 1],Visually <COMMA> the skin spots clearly differ here .,As shown here <COMMA> the people differ in iris colors .
424_I.jpg,[0 -1 -2 -1 0 0 0],Visually <COMMA> the eyebrow show obvious differences .,There are obvious differences in these eyebrows .
425_I.jpg,[0 0 1 0 2 -1 0],Visually <COMMA> the skins shown clearly have different textures .,As shown here <COMMA> the skin textures just do not match .
426_I.jpg,[0 0 0 -1 -2 -3 0],Visually <COMMA> the skin spots here are so different .,As shown here <COMMA> the skins have different spots .
427_I.jpg,[0 1 -2 0 -2 0 0],Visually <COMMA> the eyebrows appear to be different here .,There is a difference in the eyebrows .
428_I.jpg,[-3 0 3 0 2 0 0],Visually <COMMA> the irises have contrasting colors .,Visually <COMMA> the iris colors appear to not match .
429_I.jpg,[-6 0 1 0 0 3 1],Visually <COMMA> the irises have different colors .,As shown here <COMMA> the people do not share the same skin spots .
430_I.jpg,[-6 -1 0 0 0 0 1],Visually <COMMA> the iris colors are not shared by these people .,Clearly <COMMA> the iris colors differ greatly .
431_I.jpg,[3 -1 1 3 0 0 0],Visually <COMMA> the skin colors and iris colors are really dissimilar .,As shown here <COMMA> the skins are so dissimilar .
432_I.jpg,[-3 3 0 0 0 2 0],Visually <COMMA> the skin spots clearly differ here .,As shown here <COMMA> the eyebrows have clearly dissimilar distributions .
433_I.jpg,[0 0 -1 -1 0 0 0],Visually <COMMA> the eyebrows have contrasting shapes .,As shown here <COMMA> the eyebrows have dissimilar shapes .
434_I.jpg,[2 0 0 1 2 3 -1],Visually <COMMA> the eyelids are so different .,There are really big differences in the eyebrows .
435_I.jpg,[0 0 0 -1 0 -1 0],Visually <COMMA> the skin spots and skin color are clearly different .,Visually <COMMA> the skin colors are visually different .
436_I.jpg,[4 0 0 0 0 2 0],As shown here <COMMA> the irises have many differences .,Visually <COMMA> the irises and skin are visually different .
437_I.jpg,[5 0 2 -1 -2 0 0],Visually <COMMA> the iris have clearly different colors .,As shown here <COMMA> the iris colors clearly do not match .
438_I.jpg,[-6 -1 0 0 0 0 -1],Visually <COMMA> the people shown here have different iris colors .,As shown here <COMMA> these irises have contrasting colors .
439_I.jpg,[0 -2 -1 -1 -2 1 0],Visually <COMMA> the skin textures are not equal here .,As shown here <COMMA> the skins and eyebrows are clearly different .
440_I.jpg,[3 -2 0 1 0 1 0],Visually <COMMA> the iris colors here are undeniably different .,As shown here <COMMA> the irises are dissimilar in color .
441_I.jpg,[-6 -1 0 -1 0 0 0],Visually <COMMA> the iris colors are dissimilar in these people .,Visually <COMMA> the people shown have dissimilar iris colors .
442_I.jpg,[-3 2 3 0 0 0 0],As shown here <COMMA> the iris colors are clearly dissimilar .,As shown here <COMMA> the eyebrow shapes differ greatly .
443_I.jpg,[3 1 3 1 0 1 0],Visually <COMMA> the irises shown have many differences .,Here <COMMA> there are clearly dissimilar irises .
444_I.jpg,[0 -1 0 0 0 3 1],As shown here <COMMA> the eyebrows are so dissimilar .,As shown here <COMMA> the people have really different skin spots .
445_I.jpg,[0 0 1 -1 -2 -2 -1],Visually <COMMA> the skins here are undeniably different in texture and spots .,As shown here <COMMA> the skin textures and skin spots differ somewhat .
446_I.jpg,[3 1 2 1 0 -2 0],Visually <COMMA> the iris colors are objectively not equal .,As shown here <COMMA> the skin colors appear to be different .
447_I.jpg,[0 0 1 0 2 3 0],Visually <COMMA> the eyebrows are too different here .,As shown here <COMMA> the skins have many differences .
448_I.jpg,[0 2 3 0 -3 -3 1],Visually <COMMA> the skins and eyebrows clearly differ here .,As shown here <COMMA> the eyebrows and skins possess big differences .
449_I.jpg,[3 0 -3 1 0 0 -1],Visually <COMMA> the iris colors here appear to be different .,As shown here <COMMA> the irises and eyelids clearly do not match .
450_I.jpg,[1 0 0 0 0 -3 0],Visually <COMMA> the skin spots here do not match .,As shown here <COMMA> the people have contrasting skin spots .
451_I.jpg,[1 0 1 0 -2 0 1],Evidently <COMMA> the skin textures appear to not match .,As shown here <COMMA> the eyelids are different .
452_I.jpg,[0 1 0 -1 0 0 0],As shown here <COMMA> the skins colors do not match .,Here <COMMA> the skins have different colors .
453_I.jpg,[3 1 0 1 0 -2 0],Evidently <COMMA> the iris colors appear to be different .,As shown here <COMMA> the skin spots have visual disparities .
454_I.jpg,[3 1 1 0 0 0 0],Evidently <COMMA> the iris colors do not match here .,As shown here <COMMA> the iris colors are different .
455_I.jpg,[0 1 0 0 0 -3 1],Evidently <COMMA> the skin spots are not equal .,As shown here <COMMA> the people do not have the same skin spots .
456_I.jpg,[2 0 0 -1 0 0 0],Evidently <COMMA> the iris colors are not the same .,As shown here <COMMA> the skin colors appear to be different .
457_I.jpg,[6 -2 0 0 2 3 1],As shown here <COMMA> the irises are undeniably different .,Clearly <COMMA> the people do not share the same iris colors .
458_I.jpg,[-6 0 1 0 0 0 0],Evidently <COMMA> the iris colors are not the same here .,Here <COMMA> the irises and eyebrows are undeniably different .
459_I.jpg,[-2 0 0 -1 -2 -2 0],Evidently <COMMA> the skins possess visual disparities .,As shown here <COMMA> the skins are visually different .
460_I.jpg,[-2 -3 1 0 3 -3 -1],Evidently <COMMA> the skins have different textures here .,Clearly <COMMA> these skins have dissimilar textures .
461_I.jpg,[-3 0 0 0 2 0 0],Evidently <COMMA> the iris colors here are undeniably dissimilar .,As shown here <COMMA> the irises are undeniably dissimilar .
462_I.jpg,[-1 -1 -2 0 -2 0 1],Evidently <COMMA> the skin textures do not match here .,As shown here <COMMA> the eyebrows have dissimilar distributions and shapes .
463_I.jpg,[-3 2 1 0 -1 0 0],Evidently <COMMA> the eyebrows shown do not share the same distributions .,As shown here <COMMA> the iris colors are visually different .
464_I.jpg,[2 0 0 1 2 0 0],Evidently <COMMA> the skin textures and iris colors do not match here .,As shown here <COMMA> the skin colors are visually different .
465_I.jpg,[-3 -1 -2 0 2 -3 0],Evidently <COMMA> the people shown do not share the same skin spots .,As shown here <COMMA> the skin textures clearly differ .
466_I.jpg,[-3 3 1 0 0 -3 1],Here <COMMA> the people do not share the same eyelid shapes .,Evidently <COMMA> the eyelids have different shapes .
467_I.jpg,[0 1 1 -2 0 1 0],Evidently <COMMA> the skins possess clearly different colors .,Evidently <COMMA> the skin colors appear to be very different .
468_I.jpg,[1 1 -1 0 0 -3 0],Evidently <COMMA> the skin spots shown are different .,As shown here <COMMA> the skin spots differ greatly .
469_I.jpg,[0 1 1 2 0 0 0],Evidently <COMMA> the people shown have dissimilar skin colors .,As shown here <COMMA> the eyebrow distributions are not equal .
470_I.jpg,[-3 0 1 0 0 0 0],Evidently <COMMA> the irises clearly differ .,As shown here <COMMA> the people have really dissimilar iris colors .
471_I.jpg,[4 0 -1 0 0 0 0],Evidently <COMMA> the iris colors shown here do not match .,As shown here <COMMA> the irises are too dissimilar .
472_I.jpg,[1 1 1 1 0 0 0],Evidently <COMMA> the eyebrows are too dissimilar here .,As shown here <COMMA> the skins have really different colors .
473_I.jpg,[-2 -1 1 0 2 1 0],Evidently <COMMA> the skin textures shown are undeniably different here .,As shown <COMMA> the skins have different textures .
474_I.jpg,[4 -3 0 -1 3 -3 0],Evidently <COMMA> the iris colors clearly do not match here .,As shown <COMMA> the people differ in the skin textures and iris colors .
475_I.jpg,[1 -1 1 1 2 0 0],Evidently <COMMA> the skin textures clearly differ here .,As shown <COMMA> the skins have contrasting textures and colors .
476_I.jpg,[-3 0 -1 -1 -2 2 0],Evidently <COMMA> the iris colors clearly do not match .,As shown <COMMA> the skin textures are clearly different .
477_I.jpg,[1 1 -1 0 0 -2 0],Evidently <COMMA> the eyebrows show many differences here .,As shown <COMMA> the skins have visually different spots .
478_I.jpg,[0 3 0 1 -3 -3 1],Evidently <COMMA> the skin textures and spots are dissimilar .,As shown <COMMA> the eyebrow distributions show big differences .
479_I.jpg,[2 2 0 1 0 0 0],Evidently <COMMA> the iris colors shown really do not match .,As shown <COMMA> the eyebrows and irises are undeniably dissimilar .
480_I.jpg,[1 1 1 3 0 0 0],Evidently <COMMA> the skin colors and eyebrow distributions show big differences .,As shown <COMMA> the skins have contrasting colors .
481_I.jpg,[3 0 1 0 2 -3 0],Evidently <COMMA> the irises here do not match .,Evidently <COMMA> the skin spots clearly do not match here .
482_I.jpg,[1 0 1 2 0 0 -1],Evidently <COMMA> the skins have many differences here .,As shown <COMMA> the skin colors appear to be very dissimilar .
483_I.jpg,[3 1 0 1 0 2 -1],Evidently <COMMA> the eyelids completely fail to match .,As shown <COMMA> the people have really dissimilar eyelids .
484_I.jpg,[0 -2 1 0 2 0 0],Evidently <COMMA> the eyebrow distributions are too different .,As shown <COMMA> the skin textures do not match .
485_I.jpg,[1 -2 0 1 0 -3 0],Evidently <COMMA> the skin spots shown possess many differences .,As shown <COMMA> the eyebrows have different distributions .
486_I.jpg,[-1 2 -1 -1 -2 2 -1],Evidently <COMMA> the skin textures and eyelid shapes clearly fail to match .,As shown <COMMA> the eyelids have really different eyelids .
487_I.jpg,[-5 0 -1 -2 -2 0 1],Evidently <COMMA> the irises shown here have big differences .,Here <COMMA> the irises do not match .
488_I.jpg,[-2 2 1 0 0 0 0],Evidently <COMMA> the iris colors are undeniably different .,As shown <COMMA> the iris colors appear to be different .
489_I.jpg,[-2 -2 -2 -1 1 0 0],Evidently <COMMA> the eyebrows and irises have visual disparities .,There are disparities in these eyebrows .
490_I.jpg,[-3 0 0 -1 0 -1 0],As shown <COMMA> the iris colors have many differences .,Evidently <COMMA> the iris colors show big differences .
491_I.jpg,[-3 -1 0 -1 -2 0 -1],Evidently <COMMA> the eyelids look clearly dissimilar .,As shown <COMMA> the people have contrasting eyelids .
492_I.jpg,[0 0 0 1 0 1 -1],Evidently <COMMA> the skin spots are not equal here .,As shown <COMMA> the people have dissimilar skin spots .
493_I.jpg,[0 -2 0 -1 2 3 1],Evidently <COMMA> the skin spots are not equal here .,As shown <COMMA> the people do not share the same eyelid shapes .
494_I.jpg,[2 2 3 1 0 -1 1],Evidently <COMMA> the skin spots shown here are not equal .,As shown <COMMA> the skins have really dissimilar spots .
495_I.jpg,[-1 2 -1 -1 -3 -3 -1],Evidently <COMMA> the skins have contrasting textures and spots .,There are differences in iris colors .
496_I.jpg,[3 3 -1 1 -3 0 0],As shown <COMMA> the skin textures are visually dissimilar .,Evidently <COMMA> the skins and eyebrows are not equal here .
497_I.jpg,[-3 0 -3 0 0 0 0],As shown <COMMA> the eyebrow shapes are undeniably dissimilar .,Evidently <COMMA> the irises possess different colors here .
498_I.jpg,[1 2 2 0 -3 -3 0],As shown <COMMA> the skins have different textures and spots .,Evidently <COMMA> the skins definitely do not match .
499_I.jpg,[0 0 -3 1 2 0 1],Evidently <COMMA> the eyelids have different shapes here .,As shown <COMMA> the people fail to match in the eyelids .
500_I.jpg,[2 0 0 1 0 3 0],As shown <COMMA> the skin spots are too different here .,Evidently <COMMA> the skin spots do not match here .
501_I.jpg,[0 0 -1 0 0 1 0],Evidently <COMMA> the skin spots are definitely dissimilar .,As shown <COMMA> the people fail to have equal eyebrows .
502_I.jpg,[-5 0 -1 0 0 0 0],Evidently <COMMA> the iris fail to be equal .,Evidently <COMMA> the iris colors are extremely dissimilar .
503_I.jpg,[1 -1 -3 0 0 3 0],As shown <COMMA> the skin spots definitely do not match .,Evidently <COMMA> the skin spots do not match here .
504_I.jpg,[-1 1 1 0 0 3 1],As shown <COMMA> the irises are so different in color .,Clearly <COMMA> the iris colors and skin colors appear to be different .
505_I.jpg,[-1 0 0 1 0 -2 1],As shown <COMMA> the skin spots appear to not be equal .,There are really big differences between these skin spots .
506_I.jpg,[5 1 2 0 -2 0 0],Clearly <COMMA> the iris colors definitely do not match .,Clearly <COMMA> the irises have totally different colors here .
507_I.jpg,[-3 0 3 0 0 0 0],As shown <COMMA> the people do not share the same iris colors .,Clearly <COMMA> the iris do not match .
508_I.jpg,[1 2 -3 1 0 0 1],Clearly <COMMA> the eyebrow distributions do not match here .,Clearly <COMMA> these eyebrow shapes are not shared .
509_I.jpg,[0 -2 0 0 2 3 1],Clearly <COMMA> the people shown do not share the same skin spots .,As shown <COMMA> the skins have different textures and spots .
510_I.jpg,[3 -2 0 1 0 -2 0],Clearly <COMMA> the iris colors and skin spots are not shared here .,There are visual disparities between these irises .
511_I.jpg,[6 2 0 0 -2 0 0],Clearly <COMMA> the iris colors appear to be really different .,There are many differences in these iris colors .
512_I.jpg,[3 1 1 0 0 -2 0],Clearly <COMMA> the iris colors are not equal here .,As shown <COMMA> the people differ in the iris colors .
513_I.jpg,[-2 0 0 1 0 2 0],Clearly <COMMA> the skin spots definitely do not match here .,There are differences in skin spots here .
514_I.jpg,[1 0 -2 0 2 0 -1],As shown <COMMA> the eyelids definitely do not match .,Clearly <COMMA> the eyebrow shapes are not equal here .
515_I.jpg,[0 0 1 -1 -2 0 0],Obviously <COMMA> the skins have different colors .,As shown <COMMA> the skins do not match in color and texture .
516_I.jpg,[0 -1 0 0 0 -3 1],There is no match in skin spots here .,As shown <COMMA> the skin spots do not match here .
517_I.jpg,[0 1 0 -1 0 1 -1],Clearly <COMMA> the eyelids are not really equal .,Clearly <COMMA> the eyelid shapes are not equal here .
518_I.jpg,[-2 -1 0 -1 0 0 1],As shown <COMMA> the people differ greatly in the eyelid shapes .,There is no match in eyelid shapes here .
519_I.jpg,[2 0 -2 1 3 -3 1],As shown <COMMA> the skin spots and textures are clearly not equal .,Clearly <COMMA> the skin textures are really different here .
520_I.jpg,[3 0 -1 0 0 3 1],Clearly <COMMA> the people shown are dissimilar in iris colors .,Visually <COMMA> these irises do not match .
521_I.jpg,[-2 2 2 -1 -3 -3 0],Clearly <COMMA> the skin spots appear to be very dissimilar here .,Clearly <COMMA> the irises <COMMA> skins and eyebrows are undeniably dissimilar .
522_I.jpg,[-1 0 -3 0 0 0 0],Clearly <COMMA> the eyebrow shapes appear to differ greatly here .,As shown <COMMA> the eyebrows are not equal in shape .
523_I.jpg,[-3 -1 -1 -2 0 -3 0],Clearly <COMMA> the skin colors differ greatly here .,As shown <COMMA> the people do not share skin colors and iris colors .
524_I.jpg,[-3 0 0 -1 0 0 -1],As shown <COMMA> the iris colors appear to be very different .,Clearly <COMMA> the eyelid shapes are visually different .
525_I.jpg,[2 -3 -1 0 3 1 -1],As shown <COMMA> the iris colors are clearly different .,Clearly <COMMA> the people shown do not share the same skin textures .
526_I.jpg,[-5 -1 0 -1 0 3 0],Clearly <COMMA> the iris colors are not shared here .,As shown <COMMA> the people do not share the iris colors .
527_I.jpg,[2 -1 0 0 0 -3 0],Clearly <COMMA> the people differ in skin spots .,As shown <COMMA> the skins have different spots .
528_I.jpg,[6 0 0 -1 0 2 0],Clearly <COMMA> the iris colors really do not match .,As shown <COMMA> the irises are undeniably different in color .
529_I.jpg,[0 2 0 3 2 -1 -1],Clearly <COMMA> the skins have dissimilar textures .,Clearly <COMMA> the skin spots definitely do not match .
530_I.jpg,[0 -1 0 1 0 0 -1],As shown <COMMA> the eyelid shapes are undeniably dissimilar .,Clearly <COMMA> the eyelid shapes appear to be very dissimilar here .
531_I.jpg,[-2 0 2 0 -2 0 0],As shown <COMMA> the people do not share the skin textures .,As shown <COMMA> the iris have definitely dissimilar colors .
532_I.jpg,[2 0 0 0 0 2 0],Clearly <COMMA> the skin spots are not equal here .,As shown <COMMA> the iris colors appear to be very dissimilar .
533_I.jpg,[4 0 0 0 0 0 0],Clearly <COMMA> the iris colors are clearly different .,Clearly <COMMA> these people do not share the same iris colors .
534_I.jpg,[0 2 1 -1 0 0 0],As shown <COMMA> the eyebrows have contrasting distributions .,Clearly <COMMA> the skin colors are clearly different .
535_I.jpg,[1 1 0 1 0 -1 -1],Clearly <COMMA> the skins have visually different spots .,As shown <COMMA> the skin spots do not match .
536_I.jpg,[4 0 0 0 -2 -3 1],Clearly <COMMA> the iris colors and skin spots are not shared by these people .,Clearly <COMMA> the people shown definitely differ in the iris colors .
537_I.jpg,[3 1 0 1 0 0 -1],Clearly <COMMA> the iris colors are not equal here .,There seem to be very different eyelid shapes here .
538_I.jpg,[0 -2 1 0 3 1 -1],As shown <COMMA> the eyelid shapes are totally dissimilar .,Clearly <COMMA> the skin textures seem to be very dissimilar .
539_I.jpg,[6 0 0 0 0 0 0],As shown <COMMA> the iris colors do not match .,Clearly <COMMA> the iris colors are undeniably dissimilar .
540_I.jpg,[1 0 1 1 2 -3 0],Clearly <COMMA> the skins have different spots and textures here .,As shown <COMMA> the skin spots and iris colors clearly do not match .
541_I.jpg,[3 -3 3 1 -2 -3 0],Clearly <COMMA> the iris colors and eyebrow distributions are too dissimilar .,There are many differences between these skin spots .
542_I.jpg,[-1 0 -3 0 2 0 -1],Clearly <COMMA> the eyelid shapes clearly do not match here .,As shown <COMMA> the eyelids are so dissimilar .
543_I.jpg,[0 0 3 -1 -2 1 -1],As shown <COMMA> the people have contrasting eyebrow shapes .,Clearly <COMMA> the people shown definitely do not share eyebrow shapes .
544_I.jpg,[1 0 -2 0 0 -1 0],Clearly <COMMA> the skin spots are not shared here .,As shown <COMMA> the eyebrow shapes are too dissimilar .
545_I.jpg,[6 0 -1 0 0 3 1],Clearly <COMMA> the iris colors are really dissimilar here .,Clearly <COMMA> the iris colors colors appear to be very dissimilar .
546_I.jpg,[-3 0 0 1 -2 0 -1],As shown <COMMA> the eyelid shapes are extremely dissimilar .,As shown <COMMA> the iris colors are clearly dissimilar .
547_I.jpg,[0 0 3 0 0 -3 1],Clearly <COMMA> the eyelid shapes shown are too different .,As shown <COMMA> the eyebrow shapes and skin spots are too different .
548_I.jpg,[0 1 -1 0 0 2 0],Clearly <COMMA> the skin spots shown do not match .,As shown <COMMA> the skin spots are undeniably different .
549_I.jpg,[0 0 -1 0 0 3 -1],As shown <COMMA> the people have different skin colors .,As shown <COMMA> the skin colors do not match .
550_I.jpg,[3 2 0 -1 -2 1 0],Clearly <COMMA> the iris colors here are undeniably different .,Clearly <COMMA> the skin textures here do not match .
551_I.jpg,[-4 0 0 1 0 -1 1],As shown <COMMA> the people do not share iris colors .,As shown <COMMA> the irises are totally different .
552_I.jpg,[5 0 1 0 3 0 1],Clearly <COMMA> the skin textures are not shared here .,As shown <COMMA> the people fail to match in skin textures .
553_I.jpg,[6 -2 -1 1 2 2 -1],Clearly <COMMA> the iris colors do not match here .,Clearly <COMMA> the irises and skins are completely dissimilar .
554_I.jpg,[0 1 1 -2 2 -3 0],Here <COMMA> the skin spots are undeniably dissimilar .,As shown <COMMA> the skins have nothing in common .
555_I.jpg,[1 -1 -1 0 0 -1 -1],Clearly <COMMA> the skin eyebrows have dissimilar distributions and shapes .,As shown <COMMA> the eyebrow shapes are not equal .
556_I.jpg,[6 1 1 -1 0 0 0],Clearly <COMMA> the iris colors here clearly do not match .,As shown <COMMA> the iris colors are so dissimilar .
557_I.jpg,[-2 -3 3 -1 2 0 0],The people here differ in the eyebrows .,As shown <COMMA> the people are not equal in the skins .
558_I.jpg,[0 1 0 -1 0 1 0],As shown <COMMA> the skins have dissimilar spots .,Visually <COMMA> the people differ in eyebrow distributions .
559_I.jpg,[5 0 0 0 3 0 0],The iris colors are visually dissimilar here .,Here <COMMA> the iris colors do not match .
560_I.jpg,[6 -2 0 0 0 0 1],As shown <COMMA> the irises clearly fail to match .,The eyebrow distributions are not equal here .
561_I.jpg,[-3 -1 1 -1 2 0 0],Evidently <COMMA> the skins have dissimilar spots .,The skin spots are not shared here .
562_I.jpg,[-6 1 0 0 0 3 0],As shown <COMMA> the people do not share the same iris colors .,As shown <COMMA> the iris colors are undeniably dissimilar .
563_I.jpg,[1 1 -1 1 0 -3 0],The skin spots are not equal here .,As shown <COMMA> the people clearly differ in the skin spots .
564_I.jpg,[0 1 -3 -3 -2 1 0],The skins completely fail to match here .,The skin colors are extremely dissimilar .
565_I.jpg,[-2 -2 3 0 2 3 0],The irises shown are not equal .,Visually <COMMA> these people differ in the skin spots and eyebrow shapes .
566_I.jpg,[-1 -2 0 0 -2 3 0],Here <COMMA> the people differ in skin spots and textures .,As shown <COMMA> the people have different skin colors and spots .
567_I.jpg,[1 -1 1 1 0 -3 0],The skin spots are not shared here .,As shown <COMMA> the people fail to match in the skin spots .
568_I.jpg,[-2 2 1 1 -2 -2 0],The skins shown do not have the same spots .,As shown <COMMA> the people have contrasting iris colors .
569_I.jpg,[-3 1 0 0 0 0 1],The iris colors are visually different here .,Evidently <COMMA> these skin spots and eyebrows are different .
570_I.jpg,[0 0 -1 -1 0 -2 0],The skin spots shown are not shared here .,As shown <COMMA> the people fail to match in the skin spots .
571_I.jpg,[5 0 -2 0 0 0 0],The iris colors are not shared by these people .,As shown <COMMA> the people differ in the iris colors .
572_I.jpg,[-1 -2 0 0 3 3 0],The skins have different textures and spots .,The people shown do not share the same skin textures .
573_I.jpg,[-1 0 0 1 3 -2 1],As shown <COMMA> the eyelids have different shapes .,The eyelids and skins are really not equal .
574_I.jpg,[0 -3 1 0 3 0 0],The skin textures and eyebrows clearly fail to match here .,As shown <COMMA> the eyebrows and skins are incredibly dissimilar .
575_I.jpg,[-2 0 -1 0 0 3 0],As shown <COMMA> the irises clearly differ in color .,The people shown differ in iris colors .
576_I.jpg,[0 2 3 0 0 3 -1],As shown <COMMA> the eyebrows are undeniably dissimilar .,The skin spots are clearly not shared .
577_I.jpg,[-3 1 0 -2 0 -3 1],As shown <COMMA> the people do not share the skin colors .,As shown <COMMA> the skin colors are clearly dissimilar .
578_I.jpg,[-4 0 0 0 0 0 0],The skins do not have the same spots .,The iris have visually dissimilar colors .
579_I.jpg,[3 0 3 0 0 -2 1],The eyelids do not share the shapes .,As shown <COMMA> the people differ in the eyelid shapes .
580_I.jpg,[-6 0 1 0 0 1 0],Evidently <COMMA> the iris colors are dissimilar here .,As shown <COMMA> the iris colors are so dissimilar .
581_I.jpg,[-2 -1 0 -1 0 -2 0],As shown <COMMA> the eyebrows have different distributions .,As shown <COMMA> the people do not share the same eyebrows .
582_I.jpg,[-1 -2 0 -1 3 0 0],The skin textures is really different .,Evidently <COMMA> the skin textures are not shared here .
583_I.jpg,[6 0 1 0 0 0 0],The iris colors are completely different .,As shown <COMMA> the iris colors are visually different .
584_I.jpg,[-1 -2 1 1 3 0 1],The people here have contrasting skin textures .,There are big differences in the skin textures .
585_I.jpg,[4 2 0 0 -2 0 0],The iris colors are incredibly different .,As shown <COMMA> the people have different iris colors .
586_I.jpg,[0 3 2 1 0 0 0],The eyebrows shown clearly do not match .,As shown <COMMA> the eyebrows fail to match .
587_I.jpg,[1 0 -3 0 0 -2 0],The skins here do not possess the same skin spots .,As shown <COMMA> the skin spots are clearly not the same .
588_I.jpg,[3 0 3 1 0 3 0],The skin spots and eyebrow shapes differ here .,As shown <COMMA> the skins have contrasting spots .
589_I.jpg,[-3 1 -1 -1 0 1 0],The iris colors differ here .,As shown <COMMA> the iris colors show clear differences .
590_I.jpg,[-1 -3 0 0 3 3 0],The skins have dissimilar textures and spots .,As shown <COMMA> the eyebrows have dissimilar distributions .
591_I.jpg,[-1 1 0 -1 0 0 0],The people here have dissimilar skin spots .,The people shown do not share the same skin spots .
592_I.jpg,[0 -3 -3 0 0 0 -1],As shown <COMMA> the eyebrows have dissimilar eyebrows .,The eyebrows shown look objectively dissimilar .
593_I.jpg,[2 1 0 1 0 3 0],The skin spots here are extremely dissimilar .,As shown <COMMA> the skin colors clearly differ .
594_I.jpg,[0 0 -1 1 0 -1 0],As shown <COMMA> the skins have dissimilar spots .,The skin spots here are not equal .
595_I.jpg,[-1 0 2 -1 -2 -3 0],As shown <COMMA> the skin colors and spots are not equal .,The skin colors are visually different .
596_I.jpg,[-3 3 0 1 -3 -3 0],As shown <COMMA> the skins have visually different textures .,The skin textures are so different .
597_I.jpg,[1 0 1 0 0 0 0],As shown <COMMA> the eyebrow shapes are different .,The eyebrow shapes appear to be different .
598_I.jpg,[-2 0 0 1 0 -3 -1],As shown <COMMA> the skin spots really differ here .,Evidently <COMMA> these people do not share skin spots .
599_I.jpg,[4 -1 3 0 0 0 -1],As shown <COMMA> the iris colors are extremely different .,Evidently <COMMA> these irises do not match .
600_I.jpg,[2 1 -3 0 0 0 0],The eyebrow shapes fail to match .,As shown <COMMA> the eyebrows clearly fail to match .
601_I.jpg,[1 2 -1 0 -3 -3 -1],As shown <COMMA> the skins have different textures and spots .,The people here do not share skin textures and spots .
602_I.jpg,[1 0 3 1 -2 0 -1],As shown <COMMA> the eyebrow shapes are undeniably different .,The people shown do not match in eyebrow shapes and skin colors .
603_I.jpg,[-3 -1 0 1 -2 3 -1],The people here have contrasting iris colors .,The skin textures do not match here .
604_I.jpg,[5 0 -3 0 0 0 0],The irises are incredibly different .,As shown <COMMA> the eyebrow shapes seem to be really different .
605_I.jpg,[6 0 0 0 1 0 1],The iris colors here do not match .,As shown <COMMA> the people clearly differ in the iris colors .
606_I.jpg,[-3 -1 3 0 0 0 0],The iris colors here are undeniably different .,As shown <COMMA> the irises clearly do not match .
607_I.jpg,[1 -1 0 0 0 2 1],As shown <COMMA> the iris colors have many differences .,The irises appear to be different here .
608_I.jpg,[0 0 2 -1 0 0 -1],The eyelid shapes are really different here .,As shown <COMMA> the eyelid shapes are undeniably different .
609_I.jpg,[0 0 -2 0 0 -3 0],Here <COMMA> the eyebrow shapes do not match .,Evidently <COMMA> these people differ in the eyebrow shapes .
610_I.jpg,[0 1 1 1 0 0 0],The skin colors here do not match .,As shown <COMMA> the skins clearly differ in colors .
611_I.jpg,[-5 2 2 -1 -3 0 -1],The iris colors are undeniably different .,As shown <COMMA> the iris colors and eyelid shapes do not match .
